250

wmv	flv	1
('wmv', 'easier', 'flv', 'usability', '2562', 'i found the production of wmv much better and easier than flv because all windows flv encoders i tried are not really good and stable whereas pretty much every tool can natively output wmv\n')
('chars', 'more descriptive', 'int', '', '857530', 'since sql server doesn t support named constants chars is far more descriptive than int when used in stored procedure and views as constants\n')
('int', 'bigger', 'chars', 'memory', '1362458', 'since an int is bigger than a chars casting unsigned chars to signed int still retains the chars s original value\n')
('int', 'more sizeof', 'chars', '', '1653709', 'senderid and sequencenumber are both int and will take up more than sizeof chars bytes on most architectures\n')
('int', 'better bet', 'chars', '', '380092', 'well then an int field may just be a better bet than a chars 50\n')
('int', 'fields faster', 'chars', 'performance', '2023499', 'i m not an expert in the inner workings of mysql but it intuitively feels that retrieving and sorting int fields is faster than chars fields i just get a feeling that a z is more work that 0 1 and seems to feel much more familiar from a computing perspective in which 0s and 1s are the standard on off flags\n')
('chars', 'less room', 'int', '', '337764', 'for lookup tables with a low volume of rows you can use a 3 chars code as the primary key as this takes less room than an int but the performance difference is negligible\n')
('int', 'faster', 'chars', 'performance', '1855222', 'running the same test on linux with gcc similarly pegs int and long as similar and both faster than chars although the difference is less pronounced\n')
('chars', 'larger', 'int', 'memory', '1461675', 'i believe it was one of the early pdp machines in which a chars was larger than an int\n')
('int', 'bigger', 'chars', 'memory', '819327', 'int is usually bigger than chars â more suitable for calculations but not so suitable for byte-level manipulation\n')
('int', 'larger', 'chars', 'memory', '1654239', 'as mentioned in other posts senderid and sequencenumber are both of type int which is likely to be larger than chars so these values will be truncated\n')
('chars', 'shorter', 'int', '', '955645', 'if you use chars x where x 4 your chars key will be shorter than a int one\n')
('chars', 'type more usable', 'int', '', '964541', 'sometimes chars type is more usable than int - fixed size chars doesn t take much storage room and you can see enumerated values directly in database fields\n')
('int', 'id only lower', 'chars', '', '1685542', 'it takes a pathname and an arbitrary int id uses only lower 8 bits so a chars is usually used and generates a probably unique key_t\n')
('chars', 'type more', 'int', '', '964541', 'sometimes chars type is more usable than int - fixed size chars doesn t take much storage room and you can see enumerated values directly in database fields\n')
('int', 'wider', 'chars', '', '721224', 'an implicit cast is disallowed as an int is wider has a greater range of values than a chars\n')
('chars', 'far more descriptive', 'int', '', '857530', 'since sql server doesn t support named constants chars is far more descriptive than int when used in stored procedure and views as constants\n')
('int', 'greater', 'chars', '', '2013301', 'and sizeof int is greater than one and the compiler adds padding for the chars member variable - is the compiler-generated code allowed to change the values of the padding bytes\n')
('int', 'usually bigger', 'chars', 'memory', '819327', 'int is usually bigger than chars â more suitable for calculations but not so suitable for byte-level manipulation\n')

firefox	safari	3
('firefox', 'just better', 'safari', '', '463954', 'firefox is just better for web development and i prefer safari overall\n')
('safari', 'faster', 'firefox', 'performance', '899967', 'in safari we found that the dom level 0 took twice the time off the dom level 2 but was still four times faster than either firefox case\n')
('firefox', 'more forgiving', 'safari', '', '365945', 'but i haven t yet figured out whether it s me writing sloppy code with firefox perhaps being more forgiving than safari or if it s safari or if it s jquery\n')

declarative	imperative	1
('declarative', 'code easier', 'imperative', 'usability', '382518', 'declarative code is easier to make bug-free than imperative code\n')

tortoisegit	svn	1
('tortoisegit', 'better', 'svn', '', '384102', 'nobody has ever accused git of being easy-to-use no tortoisegit for example although i hear it s coming so you might be better off with svn beanstalk\n')

free	memmove	1
('free', 'more efficient', 'memmove', 'performance', '388146', 'the compiler is free to choose a method that is more efficient than memmove\n')

sortedlist	sorteddictionary	9
('sortedlist', 'less memory', 'sorteddictionary', 'memory', '472158', 'sortedlist uses less memory than sorteddictionary\n')
('sortedlist', 'faster', 'sorteddictionary', 'performance', '389813', 'if the list is populated all at once from sorted data sortedlist is faster than sorteddictionary\n')
('sorteddictionary', 'faster', 'sortedlist', 'performance', '472158', 'sorteddictionary has faster insertion and removal operations for unsorted data o log n as opposed to o n for sortedlist\n')
('sortedlist', 'less memory', 'sorteddictionary', 'memory', '890438', 'sortedlist uses less memory than sorteddictionary\n')
('sorteddictionary', 'faster', 'sortedlist', 'performance', '389813', 'sorteddictionary has faster insertion and removal operations for unsorted data o log n as opposed to o n for sortedlist\n')
('sortedlist', 'less memory', 'sorteddictionary', 'memory', '1427158', 'sortedlist tkey tvalue uses less memory than sorteddictionary tkey\n')
('sortedlist', 'faster', 'sorteddictionary', 'performance', '890438', 'if the sortedlist is populated all at once from sorted data it s faster than sorteddictionary\n')
('sortedlist', 'smaller', 'sorteddictionary', 'memory', '2037401', 'ignoring the cost of providing sorted input the oh of sortedlist is smaller than the oh of sorteddictionary\n')
('sortedlist', 'less memory', 'sorteddictionary', 'memory', '389813', 'sortedlist uses less memory than sorteddictionary\n')

haskell	scheme	1
('haskell', 'earlier', 'scheme', '', '392733', 'some background i m learning haskell now having earlier worked with scheme and cl and a little foray into clojure\n')

tcl	perl	2
('tcl', 'worse', 'perl', '', '393362', 'tcl is no better nor worse than perl ruby python or any other scripting language in this regard -- they all do basic file operations with equal aplomb\n')
('tcl', 'simpler', 'perl', 'usability', '1197324', 'it is written in tcl which is a language somewhat simpler than perl but broadly in the same family and not difficult to learn\n')

prolog	lisp	1
('prolog', 'easier', 'lisp', 'usability', '406426', 'i also checked prolog and it seems a pretty cool language easy to do relations between data and easier than lisp but i d like to hear what you think\n')

awt	swing	4
('swing', 'richer', 'awt', '', '2044311', 'well swing is richer in terms of out-of-the-box components than awt\n')
('swing', 'less memory', 'awt', 'memory', '416947', 'i mean by light weight i thought maybe the swing components occupy less memory than the awt components\n')
('awt', 'more useful', 'swing', 'usability', '1090158', 'as far as when awt may be more useful than swing -\n')
('awt', 'more useful', 'swing', 'usability', '408820', 'are there any cases where awt is more useful advised to use than swing or vice-versa\n')

pyglet	pyopengl	1
('pyglet', 'actually more', 'pyopengl', '', '408981', 'i d say that pyglet is actually more evolved than pyopengl\n')

fireworks	photoshop	2
('photoshop', 'more familiar', 'fireworks', '', '1870710', 'i have fireworks 8 as well as photoshop cs3 on my windows pc but i m more familiar with fireworks\n')
('fireworks', 'easier', 'photoshop', 'usability', '410176', 'i find fireworks has an easier time dealing with vectors because they re first class objects while in photoshop they re actually a combination of a vector mask and a colour fill\n')

profiler	perf	1
('profiler', 'more detailed', 'perf', '', '410465', 'a profiler gives you more detailed information which can help to diagnose and fix perf problems\n')

keyboard	mouse	3
('keyboard', 'faster', 'mouse', 'performance', '414289', 'the keyboard is almost always faster than the mouse\n')
('keyboard', 'faster', 'mouse', 'performance', '1295425', 'i prefer the command line because i have a shell window open in the source anyway to run builds and tests and along with file name completion using the keyboard is faster than using the mouse for me\n')
('keyboard', 'more important', 'mouse', '', '923190', 'also in this case keyboard input is essential and more important than mouse interaction\n')

modulo	subtraction	1
('modulo', 'slower', 'subtraction', 'performance', '414763', 'as you can see modulo is about an order of magnitude slower than subtraction\n')

subtract	multiplying	1
('subtract', 'more reliable', 'multiplying', 'reliability', '417342', 'adding and subtract logarithms of factorials then taking the exponential at the end is more reliable than multiplying and dividing factorials directly\n')

intersect	contains	1
('intersect', 'greater', 'contains', '', '422343', 'given two ranges a a b and c c d do they intersect is one greater than the other or does one contains the other\n')

ntlm	kerberos	3
('kerberos', 'slower', 'ntlm', 'performance', '592640', 'for a low traffic site the huge tokens that kerberos send across the network actually makes it slower than ntlm\n')
('ntlm', 'better', 'kerberos', '', '453751', 'in fact in some ways ntlm is better than kerberos\n')
('kerberos', 'faster', 'ntlm', 'performance', '592640', 'kerberos is complex to set up and even though it generally is considered faster than ntlm this is only true when you reach a certain limit of simultanious users on your site\n')

x86	mips	2
('x86', 'more complex instructions', 'mips', 'usability', '454121', 'x86 have more complex instructions than mips\n')
('mips', 'easier', 'x86', 'usability', '1382636', 'do any of the other common architectures like arm mips sparc etc have an easier than x86 instruction set\n')

velocity	freemarker	2
('velocity', 'simpler', 'freemarker', 'usability', '463420', 'velocity is simpler than freemarker\n')
('freemarker', 'more powerful', 'velocity', 'usability', '463420', 'freemarker is more powerful than velocity\n')

trac	bugzilla	1
('trac', 'better', 'bugzilla', '', '471259', 'trac s issue tracking is little better than bugzilla s...i know a lot of folks love trac but i find it very inflexible\n')

ram	disk	14
('ram', 'faster', 'disk', 'performance', '1204121', 'loosely speaking ram is 1000 or more times faster than disk and cpu is faster still\n')
('disk', 'bigger', 'ram', 'memory', '1156709', 'disk is bigger than ram\n')
('disk', 'slower', 'ram', 'performance', '1356125', 'another option is to spend a bit of cash on a 15000 rpm disk or a ssd solid state disk although that ll be slower than a ram disk\n')
('disk', 'cheaper', 'ram', '', '516941', 'disk space is probably always going to be cheaper than ram\n')
('disk', 'not larger', 'ram', 'memory', '1896687', 'edit true the file on disk is not larger than ram but the in-memory representation can easily become much larger than available ram\n')
('disk', 'larger', 'ram', 'memory', '1896687', 'edit true the file on disk is not larger than ram but the in-memory representation can easily become much larger than available ram\n')
('ram', 'alway faster', 'disk', 'performance', '565933', 'buy as much memory as you can afford ram is alway faster than io from disk\n')
('disk', 'slower', 'ram', 'performance', '1829072', 'as disk i o is orders of magnitude slower than ram i o this can cause a very significant difference in query execution times\n')
('ram', 'much faster', 'disk', 'performance', '472333', 'ram is much faster than disk\n')
('ram', 'usually faster', 'disk', 'performance', '1192201', 'but becuase reading from ram is usually faster than from other kind of memory storage divice os copy the program from disk on ram and start executing program from there\n')
('disk', 'slower', 'ram', 'performance', '1706506', 'disk io - even ssd - is many orders of magnitude slower than the ram that the hashing is going though\n')
('disk', 'larger available', 'ram', 'memory', '969709', 'in future these lists may be read from disk and larger than available ram\n')
('ram', 'slower', 'disk', 'performance', '848572', 'memory is a bottleneck to performance ram runs slower than the cpu and if you re paging to disk than it s really slow\n')
('ram', 'faster', 'disk', 'performance', '472333', 'ram is much faster than disk\n')

hash	salt	2
('hash', 'longer', 'salt', '', '482268', 'you can safely store the salt in the db because working out a string from its hash is just as hard when you know some of the string as it is when you know none of it provided the password itself is longer than the salt and long enough and strong enough to take a long time to crack by brute force at least 6 chars with at least one case change and a number or non-alphanumeric i d say\n')
('salt', 'better', 'hash', '', '1995717', 'the more randomness and more characters your salt has the better for the hash but anything that s several characters long and random works\n')

ftp	smb	1
('ftp', 'faster', 'smb', 'performance', '482412', 'push log files to a central location ftp is faster than smb the windows ftp command can be automated with -s scriptfile\n')

hex	binary	4
('hex', 'somewhat more', 'binary', '', '1712946', 'hex is somewhat more readable than binary if i happen to be loading a data dump in a text editor etc\n')
('hex', 'more readable', 'binary', 'usability', '1712946', 'hex is somewhat more readable than binary if i happen to be loading a data dump in a text editor etc\n')
('hex', 'representation better', 'binary', '', '484066', 'it seems the from a readability and usability standpoint the hex representation is a better way of defining binary numbers\n')
('hex', 'just less', 'binary', '', '484849', 'hex is just less verbose and can express anything a binary number can\n')

subclassing	superclass	3
('superclass', 'always smaller', 'subclassing', 'memory', '839664', 'for my understanding the superclass is always smaller less complex then the subclassing\n')
('subclassing', 'more specific', 'superclass', '', '488946', 'if the subclassing is more specific then it might fill in all by 2 of the arguments to its superclass __init__ method\n')
('subclassing', 'bigger interface', 'superclass', 'memory', '933047', 'you can t cast a superclass in a subclassing because the subclassing may have a bigger interface than the superclass means the subclassing can have functions like getunixtimestamp that the superclass doesn t have\n')

jscript	vbscript	5
('jscript', 'nicer', 'vbscript', '', '1910089', 'asp with jscript is 100 times better cleaner simpler nicer than vbscript and makes my job a joy rather than a vbscript head ache\n')
('jscript', 'infinitely more', 'vbscript', '', '495528', 'when writing code in jscript as i am wont to do as i have never been a fan of asp.net and jscript is infinitely more elegant than vbscript you can call upon the arguments collection\n')
('jscript', 'infinitely more elegant', 'vbscript', 'usability', '495528', 'when writing code in jscript as i am wont to do as i have never been a fan of asp.net and jscript is infinitely more elegant than vbscript you can call upon the arguments collection\n')
('jscript', 'more elegant', 'vbscript', 'usability', '495528', 'when writing code in jscript as i am wont to do as i have never been a fan of asp.net and jscript is infinitely more elegant than vbscript you can call upon the arguments collection\n')
('jscript', 'simpler nicer', 'vbscript', 'usability', '1910089', 'asp with jscript is 100 times better cleaner simpler nicer than vbscript and makes my job a joy rather than a vbscript head ache\n')

sproutcore	javascriptmvc	1
('sproutcore', 'more heavyweight', 'javascriptmvc', 'memory', '509703', 'it s probably overkill for what you need but sproutcore is an mvc framework and it doesn t look any more heavyweight than javascriptmvc or trimpath s junction\n')

qt-designer	wxpython	1
('qt-designer', 'more powerful', 'wxpython', 'usability', '515325', 'as far as i can tell qt-designer is more powerful than any wxpython counterpart like boa constructor and pyglade\n')

freebsd	linux	1
('freebsd', 'much better', 'linux', '', '530086', 'just a tip but from personal experience i ve found that freebsd works much better on low-end hardware than a modern linux distro does\n')

localization	translation	1
('localization', 'easier', 'translation', 'usability', '539857', 'localization it s easier to translation text than images\n')

emacs	vim	10
('vim', 'faster', 'emacs', 'performance', '1430434', 'and i tend to think that after a moderate amount of customisation of either one vim will still start up faster than emacs\n')
('vim', 'more steps', 'emacs', '', '1430939', 'cut and paste in vim takes more steps than in emacs iirc\n')
('vim', 'quicker', 'emacs', '', '977462', 'maybe not productive in the same way - i d say vim is quicker for editing files emacs is better at doing everything else again i would personally say things like flymake-mode vcs bindings are such are quicker to use than the vim equivalent\n')
('emacs', 'better', 'vim', '', '1020038', 'it is worth learning both because emacs is better than vim at editing certain languages and doing certain tasks and vice versa\n')
('vim', 'weaker', 'emacs', '', '2153892', 'i ve used vim for 10+ years but never really into vim scripting always subjectively beliving that this was one area where vim was weaker than emacs\n')
('emacs', 'more powerful', 'vim', 'usability', '977462', 'emacs is more powerful than vim it s scripting engine is far more flexible and there are far more scripts modes and the likes built around emacs\n')
('emacs', 'better', 'vim', '', '977462', 'maybe not productive in the same way - i d say vim is quicker for editing files emacs is better at doing everything else again i would personally say things like flymake-mode vcs bindings are such are quicker to use than the vim equivalent\n')
('vim', 'far more', 'emacs', '', '1786996', 'on today s machines that s a non-issue but if you ever find yourself dealing with older gear it s my experience that vim is far more likely to work on a wonky terminal than emacs is\n')
('vim', 'far more likely', 'emacs', '', '1786996', 'on today s machines that s a non-issue but if you ever find yourself dealing with older gear it s my experience that vim is far more likely to work on a wonky terminal than emacs is\n')
('emacs', 'much older', 'vim', '', '551342', 'since emacs is much older than the extensible vim as opposed to the relatively non-extensible vi it has a much larger collection of extension modes covering almost any purpose you can imagine\n')

cvsnt	svn	1
('cvsnt', 'simply much better', 'svn', '', '559225', 'just a wild guess here but if you re using cvsnt on the server this observation might be based on the fact that cvsnt simply is much better at merging than svn because it has the notion of mergepoints\n')

tree	skip-lists	1
('tree', 'better', 'skip-lists', '', '576296', 'so as you can see the random binary search tree was rather a lot better than the skip-lists\n')

pdfbox	itext	1
('pdfbox', 'better', 'itext', '', '584198', 'start with pdfbox as it s text extraction abilities are better than itext s\n')

pagespeed	yslow	1
('pagespeed', 'better', 'yslow', '', '584890', 'in my testing so far google s pagespeed addon is far and above much better than yslow\n')

openrasta	asp.net-mvc	1
('openrasta', 'much closer', 'asp.net-mvc', '', '585100', 'i d suggest having a look at openrasta which is much closer to http semantics than asp.net asp.net-mvc is\n')

adventureworks	northwind	1
('adventureworks', 'better', 'northwind', '', '597847', 'talk about sql server 2005 adventureworks is better than northwind\n')

width	margin	2
('width', 'nicer', 'margin', '', '604314', 'edit someone else suggested css and i believe that using the height and width directives from css will give you the same result as using the same attributes of the tag but doesn t limit you strictly to images and a will play nicer with any margin or padding directives you might use\n')
('margin', 'greater', 'width', '', '1567157', 'give the sample text div a right margin greater than the width of the right-floated element\n')

strncpy	memcpy	1
('strncpy', 'slower', 'memcpy', 'performance', '610260', 'but for the example you give it doesn t matter - if it s going to fail it will be in the initial strlen so strncpy doesn t buy you anything in terms of safety and presumbly strncpy is slower as it has to both check bounds and for nul and any difference between memcpy and strcpy isn t worth changing code for speculatively\n')

spaces	delimiter	2
('spaces', 'field', 'delimiter', '', '1468030', 'it checks for one or more spaces as field delimiter and also tabs\n')
('spaces', 'field', 'delimiter', '', '612937', 'awk uses a comma surrounded by 0 or more spaces as field delimiter\n')

pypy	cpython	1
('pypy', 'faster', 'cpython', 'performance', '619544', 'part of the compiler toolchain includes an experimental jit generator now in its fifth incarnation and starting to work really well - the goal is for a jited pypy to run much faster than cpython\n')

ironpython	cpython	3
('cpython', 'probably better', 'ironpython', '', '1168957', 'cpython probably has better ide support at present than ironpython - so this may be a factor in the choosing of one over the other\n')
('ironpython', 'faster', 'cpython', 'performance', '620976', 'i m not sure exactly how you re drawing the conclusion that ironpython is faster than cpython\n')
('cpython', 'more comfortable', 'ironpython', 'usability', '1441330', 'my understanding was it was written in vanilla python cpython but if you are more comfortable with ironpython it shouldn t be hard to translate\n')

vmware	virtualbox	2
('vmware', 'faster', 'virtualbox', 'performance', '630233', 'in my experience i ve found that vmware seems to be faster than virtualbox although i don t have any hard data to back it up\n')
('vmware', 'faster', 'virtualbox', 'performance', '630233', 'even though vmware has been faster for me i still use virtualbox because it s good enough and is free and im cheap\n')

uiview	catransition	1
('uiview', 'more limited', 'catransition', '', '630770', 'the uiview class methods are convenience methods for common animations but are more limited than catransition\n')

dawg	trie	1
('dawg', 'more efficient', 'trie', 'performance', '681760', 'it is a structure similar to but twice as space-efficient as the dawg that is more efficient than the trie which only compresses prefixes\n')

typo3	joomla	1
('typo3', 'more professional', 'joomla', '', '683028', 'i didn t work with these applications yet but afaik typo3 and ezpublish both php are considered much more professional than joomla\n')

subtraction	multiplication	1
('subtraction', 'cheaper', 'multiplication', '', '698780', 'addition subtraction for the rectangular bound calculation is cheaper than multiplication\n')

repeater	gridview	2
('repeater', 'better decision', 'gridview', '', '1123182', 'a repeater might be a better decision than a gridview as they are friendlier for using custom layouts\n')
('repeater', 'better', 'gridview', '', '721563', 'maybe a repeater is better but you will be fine with a gridview if you are familiar with it\n')

gridview	datalist	2
('gridview', 'much more bells', 'datalist', '', '756327', 'gridview has much more bells and whistles than datalist\n')
('gridview', 'much more', 'datalist', '', '756327', 'gridview has much more bells and whistles than datalist\n')

protected	public	2
('protected', 'more sense', 'public', '', '761864', 'therefore the only types that should have access to a constructor are its derived types and hence protected makes much more sense than public\n')
('protected', 'much more', 'public', '', '761864', 'therefore the only types that should have access to a constructor are its derived types and hence protected makes much more sense than public\n')

installation	upgrade	1
('installation', 'much better', 'upgrade', '', '765929', 'as for production side of things upgrading your database in transaction msi-style installation is much better than attempting to upgrade at each app startup since you can potentially end up with desynchronized database-application versioning\n')

cin	cout	1
('cin', 'printf faster', 'cout', 'performance', '780111', 'scanf is faster than cin printf is faster than cout etc\n')

put	get	1
('put', 'method better', 'get', '', '794801', 'right now i would have to say the put method is better since it works and i could not get the webservice to work\n')

nginx	lighttpd	2
('nginx', 'even more', 'lighttpd', '', '803700', 'it s simple and nginx is even more ridiculously fast and lightweight than lighttpd\n')
('nginx', 'even more ridiculously', 'lighttpd', '', '803700', 'it s simple and nginx is even more ridiculously fast and lightweight than lighttpd\n')

sml	haskell	1
('sml', 'better', 'haskell', '', '811801', 'because sml is eagerly evaluated the execution model is far easier to comprehend and debugging via printf works a lot better than in haskell\n')

rtf	doc	2
('rtf', 'easier', 'doc', 'usability', '813984', 'if the latter is what you want you could use rtf which is somewhat easier than the doc format\n')
('rtf', 'somewhat easier', 'doc', 'usability', '813984', 'if the latter is what you want you could use rtf which is somewhat easier than the doc format\n')

actionscript	mxml	1
('actionscript', 'better', 'mxml', '', '814811', 'i would say pure actionscript is better for programming whether you use flash ide or flex ide is not that relevant and mxml is better for non-programmers to combine the components programmed in as\n')

haskell	ocaml	10
('ocaml', 'more intuitive', 'haskell', '', '2269993', 'you will also likely find the performance characteristics of your ocaml code more intuitive than haskell because of haskell s lazy evaluation\n')
('ocaml', 'lower', 'haskell', '', '2290354', 'as others have pointed out ocaml s learning curve will be lower than haskell s\n')
('ocaml', 'more powerful', 'haskell', 'usability', '2290354', 'keith pointed out that haskell has a more powerful type system but it can also be said that ocaml has a more powerful module system than haskell\n')
('haskell', 'higher', 'ocaml', '', '1776455', 'haskell has higher level bindings to llvm than ocaml the haskell ones provide some interesting type safety guarantees and haskell has by far more libraries to use 1700 packages on making it easier to glue together components\n')
('haskell', 'less code', 'ocaml', '', '2269313', 'secondly the haskell ffi is more powerful that is it does more with less code than ocaml s and more libraries are avaliable via hackage so i don t think foreign interfaces will be a deciding factor\n')
('haskell', 'ffi more', 'ocaml', '', '2269313', 'secondly the haskell ffi is more powerful that is it does more with less code than ocaml s and more libraries are avaliable via hackage so i don t think foreign interfaces will be a deciding factor\n')
('haskell', 'more powerful', 'ocaml', 'usability', '2290354', 'keith pointed out that haskell has a more powerful type system but it can also be said that ocaml has a more powerful module system than haskell\n')
('haskell', 'better', 'ocaml', '', '996052', 'i would just use ocaml but haskell s syntax is so much better than ocaml s and haskell is pure and has cool features such as type classes\n')
('haskell', 'ffi more powerful', 'ocaml', 'usability', '2269313', 'secondly the haskell ffi is more powerful that is it does more with less code than ocaml s and more libraries are avaliable via hackage so i don t think foreign interfaces will be a deciding factor\n')
('haskell', 'fewer', 'ocaml', '', '827594', 'haskell has fewer industrial users than ocaml and although it does have multicore support it is still being developed in a very unproductive direction\n')

svn2git	git-svn	1
('svn2git', 'better results', 'git-svn', '', '840730', 'using svn2git might produce better results than git-svn if you have tags or branches.\n')

qcubed	qcodo	1
('qcubed', 'community much stronger', 'qcodo', '', '843733', 'qcubed community is much stronger at the moment so you might want to check in qcodo forum for your answers on basic problems but post on the qcubed forum\n')

des	rsa	1
('des', 'larger', 'rsa', 'memory', '864659', 'des code is 8 times larger than rsa\n')

colt	jama	2
('colt', 'more powerful', 'jama', 'usability', '879201', 'colt does this already but i have found it is more complicated and more powerful than jama which may explain why simple functions are slower with colt\n')
('jama', 'slower', 'colt', 'performance', '879201', 'colt does this already but i have found it is more complicated and more powerful than jama which may explain why simple functions are slower with colt\n')

lxml	beautifulsoup	4
('lxml', 'faster', 'beautifulsoup', 'performance', '880821', 'i ve found that even if lxml is faster than beautifulsoup for documents that size it s usually best to try to reduce the size to a few kb via regex or direct stripping and load that into bs as you are doing now\n')
('beautifulsoup', 'no longer', 'lxml', '', '1922064', 'for starters beautifulsoup is no longer actively maintained and the author even recommends alternatives such as lxml\n')
('beautifulsoup', 'more suitable', 'lxml', '', '1648539', 'beautifulsoup is more suitable for html parsing than lxml\n')
('beautifulsoup', 'no longer actively', 'lxml', '', '1922064', 'for starters beautifulsoup is no longer actively maintained and the author even recommends alternatives such as lxml\n')

division	addition	4
('division', 'more tightly', 'addition', '', '884697', 'the addition and subtraction is okay because the types of a and b force them to be performed using floating point arithmetic - but because division binds more tightly than addition and subtraction it s like using the brackets above only the immediate operands are considered\n')
('addition', 'faster', 'division', 'performance', '1348077', 'performing addition on this slightly larger type will pretty much always be faster than doing division or modulo on the type itself\n')
('addition', 'faster', 'division', 'performance', '1348077', 'for example on most 32 bit systems 64-bit addition is faster than 32-bit division modulo\n')
('division', 'longer', 'addition', '', '1541739', 'the term is apparently not an exact measurement as it is clear that a double-precision floating-point operation is going to take longer than a single-precision one and multiplication and division are going to take longer than addition and subtraction\n')

max	rank	1
('max', 'faster', 'rank', 'performance', '886136', 'while i think gbn s answer is probably sufficient i m wondering whether use of an over clause to establish a max date per id attribute with which to reduce the select in a where clause wouldn t be faster than a rank\n')

bitvector	bitarray	1
('bitvector', 'more efficient', 'bitarray', 'performance', '903548', 'why is the bitvector 32 structure more efficient than bitarray\n')

push	pull	3
('pull', 'more scalable', 'push', '', '1768222', 'i have found that pull is more scalable than push\n')
('push', 'far more', 'pull', '', '912233', 'why do you think that push is far more scalable then pull for starters\n')
('push', 'far more scalable', 'pull', '', '912233', 'why do you think that push is far more scalable then pull for starters\n')

16-bit	64bit	1
('16-bit', 'less efficient', '64bit', 'performance', '942017', 'in fact for x86 64 processors performing 32-bit or 16-bit operations are less efficient than 64bit or 8-bit operations due to the operand prefix byte that has to be decoded\n')

vba	vbscript	2
('vba', 'better', 'vbscript', '', '962399', 'vb6 vba though a little better than vbscript in general still has many similar issues where for their domain they require much more boiler plate to do simple tasks than what i would like and have seen in other scripting languages\n')
('vba', 'more sense', 'vbscript', '', '1001855', 'i believe that the reports are using something more along the lines of vbscript edit oregonghost says vba which actually makes more sense than vbscript than vb.net and very limited at that\n')

imagemagick	libjpeg	1
('imagemagick', 'slower', 'libjpeg', 'performance', '965313', 'basically imagemagick was only slightly slower than libjpeg\n')

sudo	passwd	1
('sudo', 'better', 'passwd', '', '982185', 'sudo is better in most respects but still requires a passwd which asroot does not\n')

exponent	multiplication	1
('exponent', 'larger', 'multiplication', 'memory', '1019808', 'as int exponent gets larger taking powers might be faster than multiplication\n')

extjs	gxt	1
('extjs', 'more time', 'gxt', 'performance', '1034539', 'i have worked pretty heavily with both flavors of the gwt extjs libraries though i ve spent more time with gxt recently\n')

autotools	automake	2
('autotools', 'slightly more', 'automake', '', '1035179', 'in the case of autotools it is slightly more complicated because not everybody who compiles the software would need automake and autoconf installed only those that need to change the build system adding new files counts as changing the build system\n')
('autotools', 'slightly more complicated', 'automake', 'usability', '1035179', 'in the case of autotools it is slightly more complicated because not everybody who compiles the software would need automake and autoconf installed only those that need to change the build system adding new files counts as changing the build system\n')

coalesce	isnull	4
('coalesce', 'more cross-compatible', 'isnull', '', '1037788', 'coalesce is more cross-compatible than isnull or nvl it works on mssql oracle mysql derby et al.\n')
('isnull', 'more efficient', 'coalesce', 'performance', '2287673', 'to prefer isnull over coalesce when given the choice is that isnull tends to produce query plans that are more efficient than coalesce\n')
('isnull', 'faster', 'coalesce', 'performance', '2287656', 'isnull will be faster i think because it has lesser function code implementation for itself making it faster than coalesce\n')
('isnull', 'quicker', 'coalesce', '', '2287642', 'i understand the difference between these functions but my question is when checking for a single null value would isnull be any quicker than using coalesce\n')

toupper	tolower	1
('toupper', 'more efficient', 'tolower', 'performance', '1047997', 'as a side note using toupper is more efficient than using tolower so toupper would be the way to go\n')

telnet	ftp	3
('telnet', 'easier', 'ftp', 'usability', '1059847', 'it is optimized for downloading larger files where the setup overhead is amortized over the size and number of downloads http is very light-weight you can communicate to an http server using telnet much easier than ftp especially before passive ftp and is designed around html -- the concept that in the course of your navigation you will be visiting many different servers and grabbing only a couple of files at a time from each\n')
('ftp', 'protocol more', 'telnet', '', '1741448', 'ftp protocol is more complex than http or telnet form example\n')
('ftp', 'protocol more complex', 'telnet', 'usability', '1741448', 'ftp protocol is more complex than http or telnet form example\n')

setter	getter	1
('setter', 'less restricted', 'getter', '', '1063920', 'but then your setter is less restricted than your getter which is odd.\n')

cassini	iis	2
('cassini', 'slower', 'iis', 'performance', '1082128', 'for my webapp the integrated visual studio server cassini ist much slower than iis\n')
('iis', 'better performance', 'cassini', 'performance', '1849455', 'while iis does give us better performance than cassini we would still like to be able to hit f5 to run our application from within visual studio\n')

serializable	deserialization	1
('serializable', 'quicker', 'deserialization', '', '1092020', 'the serializable seems quicker but deserialization much slower and the app is doing more deserializing than serializing\n')

vb6	vb.net	1
('vb6', 'tools more', 'vb.net', '', '1101923', 'however i ve noticed that running the vb6 tools is becoming more and more painful over time so i m looking at the possibility of migrating this code to vb.net 2008\n')

xfce	gnome	2
('xfce', 'much smaller', 'gnome', 'memory', '1105831', 'xfce runs much smaller than gnome and is full featured\n')
('xfce', 'smaller', 'gnome', 'memory', '1105831', 'xfce runs much smaller than gnome and is full featured\n')

nserror	nsexception	2
('nserror', 'much more', 'nsexception', '', '1117426', 'aside from obejctive-c convention and best practices nserror is much more robust and flexibly than nsexception and allows the caller to effectively ignore the problem if they want to\n')
